Date,Record,Group,Tier,Range,IPA Target,IPA Actual,Alignment,Result,filename,Query Source,Analysis,Phase,Language,Participant,Speaker,Probe,Probe Type,IPA Alignment,Tiers,Notes,Orthography,IPA Target Words,IPA Actual Words,IPA Alignment Words,Accuracy
2020-10-21,74,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(5...6) ↔ (0...0); (0...6), (0...7), (0...5), (0...23), (0...2)",ɾ,,ɾ:O↔∅,"ɾ ↔ ∅; cuatro, ˈkwatɾo, kwato, k↔k,w↔w,a↔a,t↔t,ɾ↔∅,o↔o, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,ɾ ↔ ∅,"cuatro, ˈkwatɾo, kwato, k↔k,w↔w,a↔a,t↔t,ɾ↔∅,o↔o, LC",LC,cuatro,ˈkwatɾo,kwato,"k↔k,w↔w,a↔a,t↔t,ɾ↔∅,o↔o",0.0
2020-10-21,75,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (0...1); (0...7), (0...8), (0...6), (0...31), (0...6)",m,m,m:O↔m:O,"m ↔ m; muebles, ˈmwebles, mwale*, m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅, LC 2/2",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,m ↔ m,"muebles, ˈmwebles, mwale*, m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅, LC 2/2",LC 2/2,muebles,ˈmwebles,mwale*,"m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅",1.0
2020-10-21,75,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(2...3) ↔ (1...2); (0...7), (0...8), (0...6), (0...31), (0...6)",w,w,w:O↔w:O,"w ↔ w; muebles, ˈmwebles, mwale*, m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅, LC 2/2",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,w ↔ w,"muebles, ˈmwebles, mwale*, m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅, LC 2/2",LC 2/2,muebles,ˈmwebles,mwale*,"m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅",1.0
2020-10-21,75,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(4...5) ↔ (0...0); (0...7), (0...8), (0...6), (0...31), (0...6)",b,,b:O↔∅,"b ↔ ∅; muebles, ˈmwebles, mwale*, m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅, LC 2/2",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,b ↔ ∅,"muebles, ˈmwebles, mwale*, m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅, LC 2/2",LC 2/2,muebles,ˈmwebles,mwale*,"m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅",0.0
2020-10-21,75,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(5...6) ↔ (3...4); (0...7), (0...8), (0...6), (0...31), (0...6)",l,l,l:O↔l:O,"l ↔ l; muebles, ˈmwebles, mwale*, m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅, LC 2/2",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,l ↔ l,"muebles, ˈmwebles, mwale*, m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅, LC 2/2",LC 2/2,muebles,ˈmwebles,mwale*,"m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅",1.0
2020-10-21,75,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(7...8) ↔ (0...0); (0...7), (0...8), (0...6), (0...31), (0...6)",s,,s:C↔∅,"s ↔ ∅; muebles, ˈmwebles, mwale*, m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅, LC 2/2",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,s ↔ ∅,"muebles, ˈmwebles, mwale*, m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅, LC 2/2",LC 2/2,muebles,ˈmwebles,mwale*,"m↔m,w↔w,e↔a,b↔∅,l↔l,e↔e,∅↔*,s↔∅",0.0
2020-10-21,77,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(0...1) ↔ (0...1); (0...7), (0...7), (0...4), (0...23), (0...2)",k,k,k:O↔k:O,"k ↔ k; cuchara, kuˈʧaɾa, kuʧa, k↔k,u↔u,ʧ↔ʧ,a↔∅,ɾ↔∅,a↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,k ↔ k,"cuchara, kuˈʧaɾa, kuʧa, k↔k,u↔u,ʧ↔ʧ,a↔∅,ɾ↔∅,a↔a, LC",LC,cuchara,kuˈʧaɾa,kuʧa,"k↔k,u↔u,ʧ↔ʧ,a↔∅,ɾ↔∅,a↔a",1.0
2020-10-21,77,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(3...4) ↔ (2...3); (0...7), (0...7), (0...4), (0...23), (0...2)",ʧ,ʧ,ʧ:O↔ʧ:O,"ʧ ↔ ʧ; cuchara, kuˈʧaɾa, kuʧa, k↔k,u↔u,ʧ↔ʧ,a↔∅,ɾ↔∅,a↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,ʧ ↔ ʧ,"cuchara, kuˈʧaɾa, kuʧa, k↔k,u↔u,ʧ↔ʧ,a↔∅,ɾ↔∅,a↔a, LC",LC,cuchara,kuˈʧaɾa,kuʧa,"k↔k,u↔u,ʧ↔ʧ,a↔∅,ɾ↔∅,a↔a",1.0
2020-10-21,77,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(5...6) ↔ (0...0); (0...7), (0...7), (0...4), (0...23), (0...2)",ɾ,,ɾ:O↔∅,"ɾ ↔ ∅; cuchara, kuˈʧaɾa, kuʧa, k↔k,u↔u,ʧ↔ʧ,a↔∅,ɾ↔∅,a↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,ɾ ↔ ∅,"cuchara, kuˈʧaɾa, kuʧa, k↔k,u↔u,ʧ↔ʧ,a↔∅,ɾ↔∅,a↔a, LC",LC,cuchara,kuˈʧaɾa,kuʧa,"k↔k,u↔u,ʧ↔ʧ,a↔∅,ɾ↔∅,a↔a",0.0
2020-10-21,78,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(0...1) ↔ (0...1); (0...6), (0...7), (0...6), (0...23), (0...2)",d,d,d:O↔d:O,"d ↔ d; delfín, delˈfin, delfin, d↔d,e↔e,l↔l,f↔f,i↔i,n↔n, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,d ↔ d,"delfín, delˈfin, delfin, d↔d,e↔e,l↔l,f↔f,i↔i,n↔n, LC",LC,delfín,delˈfin,delfin,"d↔d,e↔e,l↔l,f↔f,i↔i,n↔n",1.0
2020-10-21,78,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(2...3) ↔ (2...3); (0...6), (0...7), (0...6), (0...23), (0...2)",l,l,l:C↔l:C,"l ↔ l; delfín, delˈfin, delfin, d↔d,e↔e,l↔l,f↔f,i↔i,n↔n, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,l ↔ l,"delfín, delˈfin, delfin, d↔d,e↔e,l↔l,f↔f,i↔i,n↔n, LC",LC,delfín,delˈfin,delfin,"d↔d,e↔e,l↔l,f↔f,i↔i,n↔n",1.0
2020-10-21,78,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(4...5) ↔ (3...4); (0...6), (0...7), (0...6), (0...23), (0...2)",f,f,f:O↔f:O,"f ↔ f; delfín, delˈfin, delfin, d↔d,e↔e,l↔l,f↔f,i↔i,n↔n, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,f ↔ f,"delfín, delˈfin, delfin, d↔d,e↔e,l↔l,f↔f,i↔i,n↔n, LC",LC,delfín,delˈfin,delfin,"d↔d,e↔e,l↔l,f↔f,i↔i,n↔n",1.0
2020-10-21,78,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(6...7) ↔ (5...6); (0...6), (0...7), (0...6), (0...23), (0...2)",n,n,n:C↔n:C,"n ↔ n; delfín, delˈfin, delfin, d↔d,e↔e,l↔l,f↔f,i↔i,n↔n, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,n ↔ n,"delfín, delˈfin, delfin, d↔d,e↔e,l↔l,f↔f,i↔i,n↔n, LC",LC,delfín,delˈfin,delfin,"d↔d,e↔e,l↔l,f↔f,i↔i,n↔n",1.0
2020-10-21,79,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (0...1); (0...5), (0...6), (0...5), (0...19), (0...2)",n,n,n:O↔n:O,"n ↔ n; nieve, ˈnjebe, njeba, n↔n,j↔j,e↔e,b↔b,e↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,n ↔ n,"nieve, ˈnjebe, njeba, n↔n,j↔j,e↔e,b↔b,e↔a, LC",LC,nieve,ˈnjebe,njeba,"n↔n,j↔j,e↔e,b↔b,e↔a",1.0
2020-10-21,79,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(2...3) ↔ (1...2); (0...5), (0...6), (0...5), (0...19), (0...2)",j,j,j:O↔j:O,"j ↔ j; nieve, ˈnjebe, njeba, n↔n,j↔j,e↔e,b↔b,e↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,j ↔ j,"nieve, ˈnjebe, njeba, n↔n,j↔j,e↔e,b↔b,e↔a, LC",LC,nieve,ˈnjebe,njeba,"n↔n,j↔j,e↔e,b↔b,e↔a",1.0
2020-10-21,79,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(4...5) ↔ (3...4); (0...5), (0...6), (0...5), (0...19), (0...2)",b,b,b:O↔b:O,"b ↔ b; nieve, ˈnjebe, njeba, n↔n,j↔j,e↔e,b↔b,e↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,b ↔ b,"nieve, ˈnjebe, njeba, n↔n,j↔j,e↔e,b↔b,e↔a, LC",LC,nieve,ˈnjebe,njeba,"n↔n,j↔j,e↔e,b↔b,e↔a",1.0
2020-10-21,80,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(0...1) ↔ (0...1); (0...4), (0...4), (0...4), (0...19), (0...15)",m,m,m:O↔m:O,"m ↔ m; miel, mjel, mje*, m↔m,j↔j,e↔e,∅↔*,l↔∅, LC KR diphthong",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,m ↔ m,"miel, mjel, mje*, m↔m,j↔j,e↔e,∅↔*,l↔∅, LC KR diphthong",LC KR diphthong,miel,mjel,mje*,"m↔m,j↔j,e↔e,∅↔*,l↔∅",1.0
2020-10-21,80,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (1...2); (0...4), (0...4), (0...4), (0...19), (0...15)",j,j,j:O↔j:O,"j ↔ j; miel, mjel, mje*, m↔m,j↔j,e↔e,∅↔*,l↔∅, LC KR diphthong",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,j ↔ j,"miel, mjel, mje*, m↔m,j↔j,e↔e,∅↔*,l↔∅, LC KR diphthong",LC KR diphthong,miel,mjel,mje*,"m↔m,j↔j,e↔e,∅↔*,l↔∅",1.0
2020-10-21,80,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(3...4) ↔ (0...0); (0...4), (0...4), (0...4), (0...19), (0...15)",l,,l:C↔∅,"l ↔ ∅; miel, mjel, mje*, m↔m,j↔j,e↔e,∅↔*,l↔∅, LC KR diphthong",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,l ↔ ∅,"miel, mjel, mje*, m↔m,j↔j,e↔e,∅↔*,l↔∅, LC KR diphthong",LC KR diphthong,miel,mjel,mje*,"m↔m,j↔j,e↔e,∅↔*,l↔∅",0.0
2020-10-21,81,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(0...1) ↔ (0...1); (0...4), (0...4), (0...4), (0...15), (0...35)",b,b,b:O↔b:O,"b ↔ b; bien, bjen, bjen, b↔b,j↔j,e↔e,n↔n, LC KR diphtong, SP clincian overlap",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,b ↔ b,"bien, bjen, bjen, b↔b,j↔j,e↔e,n↔n, LC KR diphtong, SP clincian overlap","LC KR diphtong, SP clincian overlap",bien,bjen,bjen,"b↔b,j↔j,e↔e,n↔n",1.0
2020-10-21,81,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (1...2); (0...4), (0...4), (0...4), (0...15), (0...35)",j,j,j:O↔j:O,"j ↔ j; bien, bjen, bjen, b↔b,j↔j,e↔e,n↔n, LC KR diphtong, SP clincian overlap",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,j ↔ j,"bien, bjen, bjen, b↔b,j↔j,e↔e,n↔n, LC KR diphtong, SP clincian overlap","LC KR diphtong, SP clincian overlap",bien,bjen,bjen,"b↔b,j↔j,e↔e,n↔n",1.0
2020-10-21,81,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(3...4) ↔ (3...4); (0...4), (0...4), (0...4), (0...15), (0...35)",n,n,n:C↔n:C,"n ↔ n; bien, bjen, bjen, b↔b,j↔j,e↔e,n↔n, LC KR diphtong, SP clincian overlap",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,n ↔ n,"bien, bjen, bjen, b↔b,j↔j,e↔e,n↔n, LC KR diphtong, SP clincian overlap","LC KR diphtong, SP clincian overlap",bien,bjen,bjen,"b↔b,j↔j,e↔e,n↔n",1.0
2020-10-21,82,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(0...1) ↔ (0...1); (0...3), (0...3), (0...2), (0...11), (0...2)",r,ʝ,r:O↔ʝ:O,"r ↔ ʝ; res, res, ʝe, r↔ʝ,e↔e,s↔∅, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,r ↔ ʝ,"res, res, ʝe, r↔ʝ,e↔e,s↔∅, LC",LC,res,res,ʝe,"r↔ʝ,e↔e,s↔∅",0.4117647058823529
2020-10-21,82,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(2...3) ↔ (0...0); (0...3), (0...3), (0...2), (0...11), (0...2)",s,,s:C↔∅,"s ↔ ∅; res, res, ʝe, r↔ʝ,e↔e,s↔∅, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,s ↔ ∅,"res, res, ʝe, r↔ʝ,e↔e,s↔∅, LC",LC,res,res,ʝe,"r↔ʝ,e↔e,s↔∅",0.0
2020-10-21,83,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (1...2); (0...6), (0...7), (0...6), (0...23), (0...2)",s,s,s:C↔s:C,"s ↔ s; escoba, esˈkoba, estoba, e↔e,s↔s,k↔t,o↔o,b↔b,a↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,s ↔ s,"escoba, esˈkoba, estoba, e↔e,s↔s,k↔t,o↔o,b↔b,a↔a, LC",LC,escoba,esˈkoba,estoba,"e↔e,s↔s,k↔t,o↔o,b↔b,a↔a",1.0
2020-10-21,83,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(3...4) ↔ (2...3); (0...6), (0...7), (0...6), (0...23), (0...2)",k,t,k:O↔t:O,"k ↔ t; escoba, esˈkoba, estoba, e↔e,s↔s,k↔t,o↔o,b↔b,a↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,k ↔ t,"escoba, esˈkoba, estoba, e↔e,s↔s,k↔t,o↔o,b↔b,a↔a, LC",LC,escoba,esˈkoba,estoba,"e↔e,s↔s,k↔t,o↔o,b↔b,a↔a",0.7058823529411765
2020-10-21,83,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(5...6) ↔ (4...5); (0...6), (0...7), (0...6), (0...23), (0...2)",b,b,b:O↔b:O,"b ↔ b; escoba, esˈkoba, estoba, e↔e,s↔s,k↔t,o↔o,b↔b,a↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,b ↔ b,"escoba, esˈkoba, estoba, e↔e,s↔s,k↔t,o↔o,b↔b,a↔a, LC",LC,escoba,esˈkoba,estoba,"e↔e,s↔s,k↔t,o↔o,b↔b,a↔a",1.0
2020-10-21,84,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (0...1); (0...6), (0...7), (0...6), (0...23), (0...18)",l,l,l:O↔l:O,"l ↔ l; labios, ˈlabjos, labjoθ, l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ, LC KR--> /labijos/",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,l ↔ l,"labios, ˈlabjos, labjoθ, l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ, LC KR--> /labijos/",LC KR--> /labijos/,labios,ˈlabjos,labjoθ,"l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ",1.0
2020-10-21,84,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(3...4) ↔ (2...3); (0...6), (0...7), (0...6), (0...23), (0...18)",b,b,b:O↔b:O,"b ↔ b; labios, ˈlabjos, labjoθ, l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ, LC KR--> /labijos/",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,b ↔ b,"labios, ˈlabjos, labjoθ, l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ, LC KR--> /labijos/",LC KR--> /labijos/,labios,ˈlabjos,labjoθ,"l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ",1.0
2020-10-21,84,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(4...5) ↔ (3...4); (0...6), (0...7), (0...6), (0...23), (0...18)",j,j,j:O↔j:O,"j ↔ j; labios, ˈlabjos, labjoθ, l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ, LC KR--> /labijos/",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,j ↔ j,"labios, ˈlabjos, labjoθ, l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ, LC KR--> /labijos/",LC KR--> /labijos/,labios,ˈlabjos,labjoθ,"l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ",1.0
2020-10-21,84,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(6...7) ↔ (5...6); (0...6), (0...7), (0...6), (0...23), (0...18)",s,θ,s:C↔θ:C,"s ↔ θ; labios, ˈlabjos, labjoθ, l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ, LC KR--> /labijos/",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,s ↔ θ,"labios, ˈlabjos, labjoθ, l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ, LC KR--> /labijos/",LC KR--> /labijos/,labios,ˈlabjos,labjoθ,"l↔l,a↔a,b↔b,j↔j,o↔o,s↔θ",0.7058823529411765
2020-10-21,85,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(0...1) ↔ (0...1); (0...7), (0...8), (0...7), (0...27), (0...2)",t,t,t:O↔t:O,"t ↔ t; tortuga, toɾˈtuɡa, toɾtuga, t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,t ↔ t,"tortuga, toɾˈtuɡa, toɾtuga, t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a, LC",LC,tortuga,toɾˈtuɡa,toɾtuga,"t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a",1.0
2020-10-21,85,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(2...3) ↔ (2...3); (0...7), (0...8), (0...7), (0...27), (0...2)",ɾ,ɾ,ɾ:C↔ɾ:C,"ɾ ↔ ɾ; tortuga, toɾˈtuɡa, toɾtuga, t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,ɾ ↔ ɾ,"tortuga, toɾˈtuɡa, toɾtuga, t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a, LC",LC,tortuga,toɾˈtuɡa,toɾtuga,"t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a",1.0
2020-10-21,85,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(4...5) ↔ (3...4); (0...7), (0...8), (0...7), (0...27), (0...2)",t,t,t:O↔t:O,"t ↔ t; tortuga, toɾˈtuɡa, toɾtuga, t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,t ↔ t,"tortuga, toɾˈtuɡa, toɾtuga, t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a, LC",LC,tortuga,toɾˈtuɡa,toɾtuga,"t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a",1.0
2020-10-21,85,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(6...7) ↔ (5...6); (0...7), (0...8), (0...7), (0...27), (0...2)",ɡ,ɡ,ɡ:O↔g:O,"ɡ ↔ g; tortuga, toɾˈtuɡa, toɾtuga, t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,ɡ ↔ g,"tortuga, toɾˈtuɡa, toɾtuga, t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a, LC",LC,tortuga,toɾˈtuɡa,toɾtuga,"t↔t,o↔o,ɾ↔ɾ,t↔t,u↔u,ɡ↔g,a↔a",1.0
2020-10-21,86,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(0...1) ↔ (0...1); (0...9), (0...10), (0...9), (0...35), (0...2)",s,s,s:O↔s:O,"s ↔ s; serpiente, seɾˈpjente, seɾpjente, s↔s,e↔e,ɾ↔ɾ,p↔p,j↔j,e↔e,n↔n,t↔t,e↔e, LC",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,s ↔ s,"serpiente, seɾˈpjente, seɾpjente, s↔s,e↔e,ɾ↔ɾ,p↔p,j↔j,e↔e,n↔n,t↔t,e↔e, LC",LC,serpiente,seɾˈpjente,seɾpjente,"s↔s,e↔e,ɾ↔ɾ,p↔p,j↔j,e↔e,n↔n,t↔t,e↔e",1.0
